TEXT REPORT

Test Program: TLV70233_FT_1SITE_A0_TW (default) No Version#
Lot ID: 04
Operator: 1
Computer: T861-100

Date: 11/04/24 10:46:31 

Serial Number: 1
|Test#   |Test Name       |  Value      |P/F|Unit    |Min Limit     |Max Limit     |  Notes       |           
|1.05.01 |Ilimit          |     519.9998| 1 | mA     |      320.0000|      860.0000|              |
|1.05.02 |Ishort          |     525.3014| 1 | mA     |      320.0000|      860.0000|              |
|1.06.01 |Tstartup        |     101.1803| 1 | uS     |       50.0000|      200.0000|              |
|1.07.01 |os_vin          |      -0.4453| 1 |  V     |       -0.8000|       -0.2000|              |
|1.07.02 |os_en           |      -0.4490| 1 |  V     |       -0.8000|       -0.2000|              |
|1.07.03 |os_vout         |      -0.4578| 1 |  V     |       -0.8000|       -0.2000|              |

Serial Number: 16
|Test#   |Test Name       |  Value      |P/F|Unit    |Min Limit     |Max Limit     |  Notes       |           
|1.01.01 |os_vin          |      -0.4472| 1 |  V     |       -0.8000|       -0.2000|              |
|1.01.02 |os_en           |      -0.4508| 1 |  V     |       -0.8000|       -0.2000|              |
|1.01.03 |os_vout         |      -0.4596| 1 |  V     |       -0.8000|       -0.2000|              |
|1.02.01 |iq_noload       |      36.3593| 1 | uA     |       20.0000|       50.0000|              |
|1.02.03 |ishan           |       1.7367| 1 | uA     |        0.0000|        2.0000|              |
|1.02.04 |ileckage        |       1.6845| 1 | uA     |        0.0000|        2.0000|              |
|1.03.01 |vout            |       3.3077| 1 |  V     |        3.2340|        3.3660|              |
|1.03.02 |vdropout        |     360.0538| 1 | mV     |      200.0000|      500.0000|              |
|1.03.03 |LNR             |       0.0000| 1 |  %     |       -1.0000|        1.0000|              |
|1.03.04 |LDR             |       0.0437| 1 |  %     |       -1.0000|        1.0000|              |
|1.04.01 |vin_H           |       2.0000| 1 |  V     |        1.8000|        2.1000|              |
|1.04.02 |vin_L           |       1.7000| 1 |  V     |        1.7000|        2.0000|              |
|1.04.03 |ven_H           |       0.7000| 1 |  V     |        0.5000|        0.9000|              |
|1.04.04 |ven_L           |       0.6000| 1 |  V     |        0.4000|        0.8000|              |
|1.05.01 |Ilimit          |     519.9998| 1 | mA     |      320.0000|      860.0000|              |
|1.05.02 |Ishort          |     525.3876| 1 | mA     |      320.0000|      860.0000|              |
|1.06.01 |Tstartup        |     101.3226| 1 | uS     |       50.0000|      200.0000|              |
|1.07.01 |os_vin          |      -0.4452| 1 |  V     |       -0.8000|       -0.2000|              |
|1.07.02 |os_en           |      -0.4490| 1 |  V     |       -0.8000|       -0.2000|              |
|1.07.03 |os_vout         |      -0.4577| 1 |  V     |       -0.8000|       -0.2000|              |

Serial Number: 17
|Test#   |Test Name       |  Value      |P/F|Unit    |Min Limit     |Max Limit     |  Notes       |           
|1.01.01 |os_vin          |      -0.4472| 1 |  V     |       -0.8000|       -0.2000|              |
|1.01.02 |os_en           |      -0.4507| 1 |  V     |       -0.8000|       -0.2000|              |
|1.01.03 |os_vout         |      -0.4595| 1 |  V     |       -0.8000|       -0.2000|              |
|1.02.01 |iq_noload       |      36.4342| 1 | uA     |       20.0000|       50.0000|              |
|1.02.03 |ishan           |       1.7334| 1 | uA     |        0.0000|        2.0000|              |
|1.02.04 |ileckage        |       1.7595| 1 | uA     |        0.0000|        2.0000|              |
|1.03.01 |vout            |       3.3077| 1 |  V     |        3.2340|        3.3660|              |
|1.03.02 |vdropout        |     360.0855| 1 | mV     |      200.0000|      500.0000|              |
|1.03.03 |LNR             |       0.0000| 1 |  %     |       -1.0000|        1.0000|              |
|1.03.04 |LDR             |       0.0411| 1 |  %     |       -1.0000|        1.0000|              |
|1.04.01 |vin_H           |       2.0000| 1 |  V     |        1.8000|        2.1000|              |
|1.04.02 |vin_L           |       1.7000| 1 |  V     |        1.7000|        2.0000|              |
|1.04.03 |ven_H           |       0.7000| 1 |  V     |        0.5000|        0.9000|              |
|1.04.04 |ven_L           |       0.6000| 1 |  V     |        0.4000|        0.8000|              |
|1.05.01 |Ilimit          |     519.9998| 1 | mA     |      320.0000|      860.0000|              |
|1.05.02 |Ishort          |     525.5699| 1 | mA     |      320.0000|      860.0000|              |
|1.06.01 |Tstartup        |     101.1929| 1 | uS     |       50.0000|      200.0000|              |
|1.07.01 |os_vin          |      -0.4450| 1 |  V     |       -0.8000|       -0.2000|              |
|1.07.02 |os_en           |      -0.4489| 1 |  V     |       -0.8000|       -0.2000|              |
|1.07.03 |os_vout         |      -0.4576| 1 |  V     |       -0.8000|       -0.2000|              |

Serial Number: 18
|Test#   |Test Name       |  Value      |P/F|Unit    |Min Limit     |Max Limit     |  Notes       |           
|1.01.01 |os_vin          |      -0.4470| 1 |  V     |       -0.8000|       -0.2000|              |
|1.01.02 |os_en           |      -0.4507| 1 |  V     |       -0.8000|       -0.2000|              |
|1.01.03 |os_vout         |      -0.4595| 1 |  V     |       -0.8000|       -0.2000|              |
|1.02.01 |iq_noload       |      36.3886| 1 | uA     |       20.0000|       50.0000|              |
|1.02.03 |ishan           |       1.7497| 1 | uA     |        0.0000|        2.0000|              |
|1.02.04 |ileckage        |       1.7432| 1 | uA     |        0.0000|        2.0000|              |
|1.03.01 |vout            |       3.3077| 1 |  V     |        3.2340|        3.3660|              |
|1.03.02 |vdropout        |     360.1015| 1 | mV     |      200.0000|      500.0000|              |
|1.03.03 |LNR             |       0.0001| 1 |  %     |       -1.0000|        1.0000|              |
|1.03.04 |LDR             |       0.0507| 1 |  %     |       -1.0000|        1.0000|              |
|1.04.01 |vin_H           |       2.0000| 1 |  V     |        1.8000|        2.1000|              |
|1.04.02 |vin_L           |       1.7000| 1 |  V     |        1.7000|        2.0000|              |
|1.04.03 |ven_H           |       0.7000| 1 |  V     |        0.5000|        0.9000|              |
|1.04.04 |ven_L           |       0.6000| 1 |  V     |        0.4000|        0.8000|              |
|1.05.01 |Ilimit          |     519.9998| 1 | mA     |      320.0000|      860.0000|              |
|1.05.02 |Ishort          |     525.1622| 1 | mA     |      320.0000|      860.0000|              |
|1.06.01 |Tstartup        |     101.2790| 1 | uS     |       50.0000|      200.0000|              |
|1.07.01 |os_vin          |      -0.4450| 1 |  V     |       -0.8000|       -0.2000|              |
|1.07.02 |os_en           |      -0.4488| 1 |  V     |       -0.8000|       -0.2000|              |
|1.07.03 |os_vout         |      -0.4575| 1 |  V     |       -0.8000|       -0.2000|              |

Serial Number: 19
|Test#   |Test Name       |  Value      |P/F|Unit    |Min Limit     |Max Limit     |  Notes       |           
|1.01.01 |os_vin          |      -0.4470| 1 |  V     |       -0.8000|       -0.2000|              |
|1.01.02 |os_en           |      -0.4506| 1 |  V     |       -0.8000|       -0.2000|              |
|1.01.03 |os_vout         |      -0.4594| 1 |  V     |       -0.8000|       -0.2000|              |
|1.02.01 |iq_noload       |      36.2941| 1 | uA     |       20.0000|       50.0000|              |
|1.02.03 |ishan           |       1.7464| 1 | uA     |        0.0000|        2.0000|              |
|1.02.04 |ileckage        |       1.7302| 1 | uA     |        0.0000|        2.0000|              |
|1.03.01 |vout            |       3.3077| 1 |  V     |        3.2340|        3.3660|              |
|1.03.02 |vdropout        |     360.0616| 1 | mV     |      200.0000|      500.0000|              |
|1.03.03 |LNR             |       0.0000| 1 |  %     |       -1.0000|        1.0000|              |
|1.03.04 |LDR             |       0.0468| 1 |  %     |       -1.0000|        1.0000|              |
|1.04.01 |vin_H           |       2.0000| 1 |  V     |        1.8000|        2.1000|              |
|1.04.02 |vin_L           |       1.7000| 1 |  V     |        1.7000|        2.0000|              |
|1.04.03 |ven_H           |       0.7000| 1 |  V     |        0.5000|        0.9000|              |
|1.04.04 |ven_L           |       0.6000| 1 |  V     |        0.4000|        0.8000|              |
|1.05.01 |Ilimit          |     519.9998| 1 | mA     |      320.0000|      860.0000|              |
|1.05.02 |Ishort          |     525.5401| 1 | mA     |      320.0000|      860.0000|              |
|1.06.01 |Tstartup        |     101.2205| 1 | uS     |       50.0000|      200.0000|              |
|1.07.01 |os_vin          |      -0.4449| 1 |  V     |       -0.8000|       -0.2000|              |
|1.07.02 |os_en           |      -0.4488| 1 |  V     |       -0.8000|       -0.2000|              |
|1.07.03 |os_vout         |      -0.4574| 1 |  V     |       -0.8000|       -0.2000|              |

Serial Number: 20
|Test#   |Test Name       |  Value      |P/F|Unit    |Min Limit     |Max Limit     |  Notes       |           
|1.01.01 |os_vin          |      -0.4469| 1 |  V     |       -0.8000|       -0.2000|              |
|1.01.02 |os_en           |      -0.4505| 1 |  V     |       -0.8000|       -0.2000|              |
|1.01.03 |os_vout         |      -0.4592| 1 |  V     |       -0.8000|       -0.2000|              |
|1.02.01 |iq_noload       |      36.2843| 1 | uA     |       20.0000|       50.0000|              |
|1.02.03 |ishan           |       1.7204| 1 | uA     |        0.0000|        2.0000|              |
|1.02.04 |ileckage        |       1.7725| 1 | uA     |        0.0000|        2.0000|              |
|1.03.01 |vout            |       3.3077| 1 |  V     |        3.2340|        3.3660|              |
|1.03.02 |vdropout        |     360.0774| 1 | mV     |      200.0000|      500.0000|              |
|1.03.03 |LNR             |       0.0000| 1 |  %     |       -1.0000|        1.0000|              |
|1.03.04 |LDR             |       0.0479| 1 |  %     |       -1.0000|        1.0000|              |
|1.04.01 |vin_H           |       2.0000| 1 |  V     |        1.8000|        2.1000|              |
|1.04.02 |vin_L           |       1.7000| 1 |  V     |        1.7000|        2.0000|              |
|1.04.03 |ven_H           |       0.7000| 1 |  V     |        0.5000|        0.9000|              |
|1.04.04 |ven_L           |       0.6000| 1 |  V     |        0.4000|        0.8000|              |
|1.05.01 |Ilimit          |     519.9998| 1 | mA     |      320.0000|      860.0000|              |
|1.05.02 |Ishort          |     525.7390| 1 | mA     |      320.0000|      860.0000|              |
|1.06.01 |Tstartup        |     101.2334| 1 | uS     |       50.0000|      200.0000|              |
|1.07.01 |os_vin          |      -0.4449| 1 |  V     |       -0.8000|       -0.2000|              |
|1.07.02 |os_en           |      -0.4487| 1 |  V     |       -0.8000|       -0.2000|              |
|1.07.03 |os_vout         |      -0.4574| 1 |  V     |       -0.8000|       -0.2000|              |

